#AtomName RMSF_Angstrom
C 40.497635
C1 40.508011
C2 40.520584
C3 40.628639
C4 40.410217
C5 40.472237
C6 40.450905
C7 40.511555
N 40.599266
C8 41.075935
O 41.047573
N1 40.890308
C9 40.794724
C10 40.831398
C11 40.662575
C12 40.682976
C13 41.345657
N2 40.573692
C14 40.505539
N3 40.662949
N4 40.549931
C15 40.638702
C16 40.514809
C17 40.644379
N5 40.575745
C18 40.571747
C19 40.529945
C20 40.678886
N6 40.601143
C21 40.543102
C22 40.556946
C23 40.785236
C24 40.601883
C25 40.843712
C26 40.849499
