#Frame RMSD_Angstrom
2.000000 0.000000
4.000000 1.973836
6.000000 2.196655
8.000000 3.431101
10.000000 3.099263
12.000000 2.740346
14.000000 3.315998
16.000000 4.501687
18.000000 3.097654
20.000000 6.287456
22.000000 6.743863
24.000000 7.982964
26.000000 9.159636
28.000000 8.631626
30.000000 96.045074
32.000000 96.357422
34.000000 96.684464
36.000000 96.916855
38.000000 96.483002
40.000000 93.944382
42.000000 94.583374
44.000000 94.913086
46.000000 93.996796
48.000000 94.744637
50.000000 95.663033
52.000000 93.582779
54.000000 92.828400
56.000000 91.903214
58.000000 93.763748
60.000000 94.792336
62.000000 95.095200
64.000000 94.356644
66.000000 95.514435
68.000000 94.884949
70.000000 6.104161
72.000000 97.258339
74.000000 96.263893
76.000000 97.788086
78.000000 94.796974
80.000000 96.595551
82.000000 96.240852
84.000000 96.349365
86.000000 96.354057
88.000000 94.191277
90.000000 95.339142
92.000000 94.741943
94.000000 94.892540
96.000000 97.488144
98.000000 98.079056
100.000000 96.712410
102.000000 96.279099
104.000000 94.509888
106.000000 91.717026
108.000000 94.160194
110.000000 96.622116
112.000000 94.000290
114.000000 95.046677
116.000000 95.354576
118.000000 93.936035
120.000000 94.249680
122.000000 92.237411
124.000000 93.554504
126.000000 94.178474
128.000000 92.567665
130.000000 95.517471
132.000000 95.688202
134.000000 94.787994
136.000000 95.720512
138.000000 94.340347
140.000000 94.992607
142.000000 5.763042
144.000000 95.509323
146.000000 94.283661
148.000000 95.172104
150.000000 6.130976
152.000000 95.991821
154.000000 6.244450
156.000000 5.259508
158.000000 5.602976
160.000000 5.895471
162.000000 5.526175
164.000000 4.723759
166.000000 5.563616
168.000000 5.928282
170.000000 5.291820
172.000000 5.524379
174.000000 6.246986
176.000000 6.138867
178.000000 6.698489
180.000000 5.779868
182.000000 6.256417
184.000000 5.538789
186.000000 6.344047
188.000000 5.385707
190.000000 5.839599
192.000000 93.685394
194.000000 93.193367
196.000000 92.064171
198.000000 94.196182
200.000000 94.392937
202.000000 93.633209
204.000000 93.721313
206.000000 94.359444
208.000000 91.911247
210.000000 92.039421
212.000000 92.479706
214.000000 93.501755
216.000000 93.064056
218.000000 95.377701
220.000000 95.552147
222.000000 94.998779
224.000000 6.315072
226.000000 6.774630
228.000000 7.057410
230.000000 6.118333
232.000000 5.734464
234.000000 6.787294
236.000000 8.330997
238.000000 8.652408
240.000000 97.508255
242.000000 97.762070
244.000000 9.019978
246.000000 8.883598
248.000000 10.179649
250.000000 99.754295
