#AtomName RMSF_Angstrom
N 54.756847
C 54.550781
C1 54.222595
N1 54.419060
C2 54.170078
C3 54.328346
N2 54.507481
F 54.199417
C4 54.140984
C5 53.980122
C6 53.908733
C7 53.995705
C8 53.823772
N3 53.920113
C9 53.855476
C10 54.137691
N4 53.998070
C11 53.990307
C12 55.003769
C13 55.178719
N5 55.191189
C14 55.492195
C15 55.488327
C16 55.698753
N6 56.037979
C17 56.298431
C18 56.288639
C19 56.526241
C20 56.524105
N7 56.752132
C21 57.032658
