#Frame RMSD_Angstrom
2.000000 0.000000
4.000000 1.546683
6.000000 1.587038
8.000000 2.113115
10.000000 1.910755
12.000000 1.948800
14.000000 2.117599
16.000000 1.874688
18.000000 2.448200
20.000000 2.223207
22.000000 2.693449
24.000000 2.943011
26.000000 2.785538
28.000000 2.185626
30.000000 2.015146
32.000000 2.020369
34.000000 1.919742
36.000000 1.993619
38.000000 1.848395
40.000000 2.257000
42.000000 1.870999
44.000000 2.293641
46.000000 1.777872
48.000000 1.977193
50.000000 1.626607
52.000000 2.015088
54.000000 1.732744
56.000000 1.936020
58.000000 1.614106
60.000000 1.550614
62.000000 1.645146
64.000000 1.514591
66.000000 1.736592
68.000000 2.011773
70.000000 2.527136
72.000000 2.119451
74.000000 1.999191
76.000000 1.993325
78.000000 2.035123
80.000000 2.072156
82.000000 1.873813
84.000000 1.924950
86.000000 2.006353
88.000000 2.511006
90.000000 2.364479
92.000000 2.501007
94.000000 2.137632
96.000000 2.054763
98.000000 2.142583
100.000000 2.377615
102.000000 1.780012
104.000000 2.307689
106.000000 2.489345
108.000000 2.311364
110.000000 2.359621
112.000000 2.690316
114.000000 2.271506
116.000000 2.508860
118.000000 2.616510
120.000000 2.156556
122.000000 2.381921
124.000000 2.617315
126.000000 2.781479
128.000000 2.302253
130.000000 2.437607
132.000000 2.165631
134.000000 2.098212
136.000000 2.328877
138.000000 2.415166
140.000000 2.223180
142.000000 1.957613
144.000000 2.123783
146.000000 2.320667
148.000000 2.620311
150.000000 2.142802
152.000000 2.297569
154.000000 2.321827
156.000000 2.462269
158.000000 2.216930
160.000000 2.503440
162.000000 2.443388
164.000000 2.352738
166.000000 2.520733
168.000000 2.882936
170.000000 2.437006
172.000000 2.427474
174.000000 2.735036
176.000000 2.560668
178.000000 2.764842
180.000000 2.651143
182.000000 2.123177
184.000000 2.414997
186.000000 2.375990
188.000000 2.275909
190.000000 2.307663
192.000000 2.393666
194.000000 2.500890
196.000000 2.209841
198.000000 2.342713
200.000000 2.489087
202.000000 2.193167
204.000000 2.375620
206.000000 2.513849
208.000000 2.022107
210.000000 2.011278
212.000000 2.086207
214.000000 2.254171
216.000000 2.304972
218.000000 2.250298
220.000000 2.513616
222.000000 2.451474
224.000000 2.633394
226.000000 2.383420
228.000000 2.506525
230.000000 2.443939
232.000000 2.344811
234.000000 2.493951
236.000000 2.540629
238.000000 2.603927
240.000000 2.322357
242.000000 2.359050
244.000000 2.468680
246.000000 2.535716
248.000000 2.369723
250.000000 2.328651
