#Frame RMSD_Angstrom
9.000000 0.009371
18.000000 1.695938
27.000000 1.626958
36.000000 1.382601
45.000000 1.742725
54.000000 2.013729
63.000000 1.982679
72.000000 2.307536
81.000000 1.975246
90.000000 1.936020
99.000000 2.060930
108.000000 2.338705
117.000000 2.142781
126.000000 2.213461
135.000000 2.050656
144.000000 2.025535
153.000000 2.044867
162.000000 2.565927
171.000000 2.375626
180.000000 2.563393
189.000000 2.811501
198.000000 2.748255
207.000000 2.858570
216.000000 2.421231
225.000000 2.960975
234.000000 3.177808
243.000000 3.109308
252.000000 2.717291
261.000000 2.293986
270.000000 2.577333
279.000000 3.318191
288.000000 2.967034
297.000000 2.651203
306.000000 2.903244
315.000000 2.676752
324.000000 2.631954
333.000000 2.702368
342.000000 2.397887
351.000000 2.630135
360.000000 2.432539
369.000000 2.406807
378.000000 2.818458
387.000000 2.539592
396.000000 2.316387
405.000000 2.059865
414.000000 2.478568
423.000000 2.314092
432.000000 2.486086
441.000000 2.656349
450.000000 2.478515
459.000000 2.246053
468.000000 2.082127
477.000000 2.280933
486.000000 2.395322
495.000000 2.181490
504.000000 2.462233
513.000000 2.358299
522.000000 2.343375
531.000000 2.517154
540.000000 2.681456
549.000000 2.995020
558.000000 2.800312
567.000000 2.867036
576.000000 2.322540
585.000000 2.478550
594.000000 2.520884
603.000000 2.545774
612.000000 2.484443
621.000000 2.359937
630.000000 2.797284
639.000000 2.533048
648.000000 2.729014
657.000000 2.483382
666.000000 2.901504
675.000000 2.822785
684.000000 2.640497
693.000000 2.740822
702.000000 2.751678
711.000000 2.528467
720.000000 2.713200
729.000000 2.071085
738.000000 2.821603
747.000000 2.805700
756.000000 2.784997
765.000000 2.603910
774.000000 2.418382
783.000000 2.777008
792.000000 2.397502
801.000000 2.862561
810.000000 2.560016
819.000000 2.618892
828.000000 2.545378
837.000000 2.509956
846.000000 2.542132
855.000000 2.508679
864.000000 2.549773
873.000000 2.604787
882.000000 2.636705
891.000000 2.467364
900.000000 2.289042
909.000000 2.731427
918.000000 2.550152
927.000000 2.344125
936.000000 2.159540
945.000000 2.074551
954.000000 2.260448
963.000000 2.969410
972.000000 2.604247
981.000000 2.561794
990.000000 2.938507
999.000000 2.802271
