#Frame RMSD_Angstrom
9.000000 0.000000
18.000000 2.269799
27.000000 1.613852
36.000000 3.575140
45.000000 4.702630
54.000000 5.395836
63.000000 5.126232
72.000000 5.865829
81.000000 5.106760
90.000000 5.296104
99.000000 5.706251
108.000000 4.848559
117.000000 5.456152
126.000000 4.997231
135.000000 5.404853
144.000000 5.331533
153.000000 5.535776
162.000000 7.987547
171.000000 7.458963
180.000000 7.292043
189.000000 8.597195
198.000000 8.106752
207.000000 7.569745
216.000000 7.955536
225.000000 8.487586
234.000000 8.232223
243.000000 8.012170
252.000000 7.340734
261.000000 8.301231
270.000000 8.028913
279.000000 8.272025
288.000000 7.628614
297.000000 7.604556
306.000000 8.635344
315.000000 7.888437
324.000000 8.349293
333.000000 7.708138
342.000000 7.471730
351.000000 8.133822
360.000000 8.277003
369.000000 8.085652
378.000000 8.123402
387.000000 7.456853
396.000000 7.573398
405.000000 7.299361
414.000000 7.990794
423.000000 7.479357
432.000000 7.672737
441.000000 7.985182
450.000000 7.365913
459.000000 7.405340
468.000000 7.123308
477.000000 7.669858
486.000000 7.492699
495.000000 7.367619
504.000000 7.509808
513.000000 7.310990
522.000000 8.099768
531.000000 7.369593
540.000000 8.110038
549.000000 8.083802
558.000000 8.268372
567.000000 8.428910
576.000000 7.813951
585.000000 7.816887
594.000000 7.734837
603.000000 8.055368
612.000000 7.683872
621.000000 7.469963
630.000000 8.362054
639.000000 7.350576
648.000000 8.220188
657.000000 8.116405
666.000000 7.708797
675.000000 7.457996
684.000000 7.786453
693.000000 7.044973
702.000000 7.263779
711.000000 7.876710
720.000000 7.191214
729.000000 7.291042
738.000000 7.681726
747.000000 7.597310
756.000000 7.820554
765.000000 7.072076
774.000000 6.802631
783.000000 7.453182
792.000000 6.687463
801.000000 6.520950
810.000000 6.419187
819.000000 5.848347
828.000000 6.007919
837.000000 5.804150
846.000000 5.385373
855.000000 6.610367
864.000000 7.211658
873.000000 6.882496
882.000000 7.412906
891.000000 7.964383
900.000000 7.204867
909.000000 7.082085
918.000000 7.902209
927.000000 7.133874
936.000000 7.138774
945.000000 7.884607
954.000000 7.184381
963.000000 7.984486
972.000000 7.101257
981.000000 7.157919
990.000000 7.706770
999.000000 7.946598
