#AtomName RMSF_Angstrom
C 32.851238
C1 32.868347
C2 32.900833
C3 32.988720
C4 32.879112
C5 33.002880
C6 32.866001
C7 32.903015
N 32.992104
C8 33.556778
O 33.637566
N1 33.320210
C9 33.396248
C10 33.090717
C11 33.218067
C12 32.920284
C13 33.657078
N2 33.130424
C14 33.396252
N3 33.511204
N4 33.745991
C15 33.866905
C16 34.107304
C17 34.249393
N5 34.478172
C18 34.700161
C19 34.919464
C20 35.214622
N6 35.327728
C21 34.860325
C22 34.974419
C23 35.080322
C24 34.995201
C25 35.106461
C26 35.197681
