#Frame RMSD_Angstrom
7.000000 0.000000
14.000000 2.503165
21.000000 2.335441
28.000000 2.078483
35.000000 2.599943
42.000000 2.523328
49.000000 2.305505
56.000000 3.072544
63.000000 3.491145
70.000000 2.315200
77.000000 2.366507
84.000000 1.512580
91.000000 2.239038
98.000000 1.661965
105.000000 2.503150
112.000000 2.647068
119.000000 2.398815
126.000000 1.747889
133.000000 1.732900
140.000000 2.882943
147.000000 3.125919
154.000000 3.412557
161.000000 3.566387
168.000000 2.982913
175.000000 2.978882
182.000000 3.024891
189.000000 3.005695
196.000000 2.867270
203.000000 3.415951
210.000000 3.927447
217.000000 3.808159
224.000000 3.821465
231.000000 3.234448
238.000000 3.239116
245.000000 3.831171
252.000000 2.999667
259.000000 7.997965
266.000000 7.340725
273.000000 8.046226
280.000000 8.283401
287.000000 8.769511
294.000000 8.101472
301.000000 8.317755
308.000000 8.300778
315.000000 9.456119
322.000000 8.331160
329.000000 9.611754
336.000000 9.536896
343.000000 9.297479
350.000000 9.367337
357.000000 10.042939
364.000000 10.248501
371.000000 11.349640
378.000000 11.352357
385.000000 10.930113
392.000000 10.295424
399.000000 13.336259
406.000000 14.251485
413.000000 11.045245
420.000000 13.637294
427.000000 22.407419
434.000000 23.024809
441.000000 20.848480
448.000000 22.484777
455.000000 24.092274
462.000000 25.408466
469.000000 61.362587
476.000000 59.363762
483.000000 59.146988
490.000000 60.238148
497.000000 57.598896
504.000000 61.517254
511.000000 63.038765
518.000000 53.991013
525.000000 54.396610
532.000000 54.236206
539.000000 58.338112
546.000000 58.525051
553.000000 61.336617
560.000000 22.120956
567.000000 65.070587
574.000000 62.033268
581.000000 54.044796
588.000000 58.779739
595.000000 61.086887
602.000000 55.499325
609.000000 54.494301
616.000000 53.759750
623.000000 52.310787
630.000000 55.635178
637.000000 66.919998
644.000000 69.883492
651.000000 77.195694
658.000000 65.044632
665.000000 75.299797
672.000000 40.033707
679.000000 44.469524
686.000000 49.427711
693.000000 47.758949
700.000000 47.543110
707.000000 55.949348
714.000000 59.141357
721.000000 56.393677
728.000000 86.235268
